trip_id,arrival_time,departure_time,stop_id,stop_sequence
R072-1-WD,06:09:16,06:09:16,S01372,6
R072-1-WD,06:10:34,06:10:34,S00193,7
R072-1-WD,06:12:42,06:12:42,S01637,8
R072-1-WD,06:14:06,06:14:06,S00595,9
R072-1-WD,06:16:16,06:16:16,S01636,10
R072-1-WD,06:18:02,06:18:02,S01635,11
R072-1-WD,06:20:10,06:20:10,S00457,12
R072-1-WD,06:21:35,06:21:35,S01634,13
R072-1-WD,06:23:44,06:23:44,S00525,14
R072-1-WD,06:25:17,06:25:17,S00381,15
R072-1-WD,06:28:18,06:28:18,S00758,16
R072-1-WD,06:30:04,06:30:04,S00759,17
R072-1-WD,06:31:50,06:31:50,S00760,18
R072-0-WE,06:00:00,06:00:00,S00760,1
R072-0-WE,06:01:46,06:01:46,S00759,2
R072-0-WE,06:03:32,06:03:32,S00758,3
R072-0-WE,06:06:33,06:06:33,S00381,4
R072-0-WE,06:08:06,06:08:06,S00525,5
R072-0-WE,06:10:15,06:10:15,S01634,6
R072-0-WE,06:11:40,06:11:40,S00457,7
R072-0-WE,06:13:48,06:13:48,S01635,8
R072-0-WE,06:15:34,06:15:34,S01636,9
R072-0-WE,06:17:44,06:17:44,S00595,10
R072-0-WE,06:19:08,06:19:08,S01637,11
R072-0-WE,06:21:16,06:21:16,S00193,12
R072-0-WE,06:22:34,06:22:34,S01372,13
R072-0-WE,06:24:42,06:24:42,S01638,14
R072-0-WE,06:26:12,06:26:12,S00230,15
R072-0-WE,06:28:18,06:28:18,S01639,16
R072-0-WE,06:30:04,06:30:04,S01640,17
R072-0-WE,06:31:50,06:31:50,S01641,18
R072-1-WE,06:00:00,06:00:00,S01641,1
R072-1-WE,06:01:46,06:01:46,S01640,2
R072-1-WE,06:03:32,06:03:32,S01639,3
R072-1-WE,06:05:38,06:05:38,S00230,4
R072-1-WE,06:07:08,06:07:08,S01638,5
R072-1-WE,06:09:16,06:09:16,S01372,6
R072-1-WE,06:10:34,06:10:34,S00193,7
R072-1-WE,06:12:42,06:12:42,S01637,8
R072-1-WE,06:14:06,06:14:06,S00595,9
R072-1-WE,06:16:16,06:16:16,S01636,10
R072-1-WE,06:18:02,06:18:02,S01635,11
R072-1-WE,06:20:10,06:20:10,S00457,12
R072-1-WE,06:21:35,06:21:35,S01634,13
R072-1-WE,06:23:44,06:23:44,S00525,14
R072-1-WE,06:25:17,06:25:17,S00381,15
R072-1-WE,06:28:18,06:28:18,S00758,16
R072-1-WE,06:30:04,06:30:04,S00759,17
R072-1-WE,06:31:50,06:31:50,S00760,18
R073-0-WD,06:00:00,06:00:00,S01642,1
R073-0-WD,06:01:46,06:01:46,S01643,2
R073-0-WD,06:03:32,06:03:32,S01644,3
R073-0-WD,06:05:18,06:05:18,S01645,4
R073-0-WD,06:07:04,06:07:04,S01646,5
R073-0-WD,06:08:50,06:08:50,S01647,6
R073-0-WD,06:10:13,06:10:13,S01592,7
R073-0-WD,06:12:22,06:12:22,S01648,8
R073-0-WD,06:14:08,06:14:08,S01649,9
R073-0-WD,06:15:54,06:15:54,S01650,10
R073-0-WD,06:17:40,06:17:40,S01651,11
R073-0-WD,06:19:26,06:19:26,S01652,12
R073-0-WD,06:21:12,06:21:12,S01653,13
R073-0-WD,06:22:42,06:22:42,S00849,14
R073-0-WD,06:24:45,06:24:45,S01654,15
R073-0-WD,06:26:31,06:26:31,S01655,16
R073-0-WD,06:28:17,06:28:17,S01656,17
R073-0-WD,06:30:03,06:30:03,S01657,18
R073-0-WD,06:31:49,06:31:49,S01658,19
R073-0-WD,06:33:35,06:33:35,S01659,20
R073-0-WD,06:35:36,06:35:36,S00695,21
R073-0-WD,06:37:22,06:37:22,S00694,22
R073-0-WD,06:39:08,06:39:08,S00693,23
R073-0-WD,06:40:54,06:40:54,S00692,24
R073-0-WD,06:42:40,06:42:40,S00691,25
R073-0-WD,06:44:13,06:44:13,S01660,26
R073-0-WD,06:46:13,06:46:13,S00690,27
R073-0-WD,06:47:51,06:47:51,S01661,28
R073-0-WD,06:49:37,06:49:37,S01662,29
R073-0-WD,06:52:38,06:52:38,S00964,30
R073-0-WD,06:54:39,06:54:39,S01663,31
R073-0-WD,06:56:28,06:56:28,S00297,32
R073-0-WD,06:58:18,06:58:18,S01664,33
R073-1-WD,06:00:00,06:00:00,S01664,1
R073-1-WD,06:01:50,06:01:50,S00297,2
R073-1-WD,06:03:39,06:03:39,S01663,3
R073-1-WD,06:05:40,06:05:40,S00964,4
R073-1-WD,06:08:41,06:08:41,S01662,5
R073-1-WD,06:10:27,06:10:27,S01661,6
R073-1-WD,06:12:05,06:12:05,S00690,7
R073-1-WD,06:14:05,06:14:05,S01660,8
R073-1-WD,06:15:38,06:15:38,S00691,9
R073-1-WD,06:17:24,06:17:24,S00692,10
R073-1-WD,06:19:10,06:19:10,S00693,11
R073-1-WD,06:20:56,06:20:56,S00694,12
R073-1-WD,06:22:42,06:22:42,S00695,13
R073-1-WD,06:24:43,06:24:43,S01659,14
R073-1-WD,06:26:29,06:26:29,S01658,15
R073-1-WD,06:28:15,06:28:15,S01657,16
R073-1-WD,06:30:01,06:30:01,S01656,17
R073-1-WD,06:31:47,06:31:47,S01655,18
R073-1-WD,06:33:33,06:33:33,S01654,19
R073-1-WD,06:35:36,06:35:36,S00849,20
R073-1-WD,06:37:06,06:37:06,S01653,21
R073-1-WD,06:38:52,06:38:52,S01652,22
R073-1-WD,06:40:38,06:40:38,S01651,23
R073-1-WD,06:42:24,06:42:24,S01650,24
R073-1-WD,06:44:10,06:44:10,S01649,25
R073-1-WD,06:45:56,06:45:56,S01648,26
R073-1-WD,06:48:05,06:48:05,S01592,27
R073-1-WD,06:49:28,06:49:28,S01647,28
R073-1-WD,06:51:14,06:51:14,S01646,29
R073-1-WD,06:53:00,06:53:00,S01645,30
R073-1-WD,06:54:46,06:54:46,S01644,31
R073-1-WD,06:56:32,06:56:32,S01643,32
R073-1-WD,06:58:18,06:58:18,S01642,33
R074-0-WD,06:00:00,06:00:00,S01665,1
R074-0-WD,06:02:08,06:02:08,S00433,2
R074-0-WD,06:03:46,06:03:46,S01272,3
R074-0-WD,06:05:16,06:05:16,S01368,4
R074-0-WD,06:07:10,06:07:10,S01666,5
R074-0-WD,06:08:56,06:08:56,S01667,6
R074-0-WD,06:10:42,06:10:42,S01668,7
R074-0-WD,06:12:28,06:12:28,S01669,8
R074-0-WD,06:14:14,06:14:14,S01670,9
R074-0-WD,06:16:00,06:16:00,S01671,10
R074-0-WD,06:17:39,06:17:39,S01576,11
R074-0-WD,06:19:33,06:19:33,S01672,12
R074-0-WD,06:21:19,06:21:19,S01673,13
R074-0-WD,06:23:01,06:23:01,S01131,14
R074-0-WD,06:24:53,06:24:53,S01674,15
R074-0-WD,06:27:07,06:27:07,S00470,16
R074-0-WD,06:28:27,06:28:27,S01675,17
R074-0-WD,06:30:13,06:30:13,S01676,18
R074-0-WD,06:32:04,06:32:04,S01324,19
R074-0-WD,06:33:46,06:33:46,S01677,20
R074-0-WD,06:35:32,06:35:32,S01678,21
R074-0-WD,06:37:18,06:37:18,S01679,22
R074-0-WD,06:39:04,06:39:04,S01680,23
R074-0-WD,06:40:50,06:40:50,S01681,24
R074-0-WD,06:42:39,06:42:39,S00016,25
R074-1-WD,06:00:00,06:00:00,S00016,1
R074-1-WD,06:01:49,06:01:49,S01681,2
R074-1-WD,06:03:35,06:03:35,S01680,3
R074-1-WD,06:05:21,06:05:21,S01679,4
R074-1-WD,06:07:07,06:07:07,S01678,5
R074-1-WD,06:08:53,06:08:53,S01677,6
R074-1-WD,06:10:35,06:10:35,S01324,7
R074-1-WD,06:12:26,06:12:26,S01676,8
R074-1-WD,06:14:12,06:14:12,S01675,9
R074-1-WD,06:15:32,06:15:32,S00470,10
R074-1-WD,06:17:46,06:17:46,S01674,11
R074-1-WD,06:19:38,06:19:38,S01131,12
R074-1-WD,06:21:20,06:21:20,S01673,13
R074-1-WD,06:23:06,06:23:06,S01672,14
R074-1-WD,06:25:00,06:25:00,S01576,15
R074-1-WD,06:26:39,06:26:39,S01671,16
R074-1-WD,06:28:25,06:28:25,S01670,17
R074-1-WD,06:30:11,06:30:11,S01669,18
R074-1-WD,06:31:57,06:31:57,S01668,19
R074-1-WD,06:33:43,06:33:43,S01667,20
R074-1-WD,06:35:29,06:35:29,S01666,21
R074-1-WD,06:37:23,06:37:23,S01368,22
R074-1-WD,06:38:53,06:38:53,S01272,23
R074-1-WD,06:40:31,06:40:31,S00433,24
R074-1-WD,06:42:39,06:42:39,S01665,25
R074-0-WE,06:00:00,06:00:00,S01665,1
R074-0-WE,06:02:08,06:02:08,S00433,2
R074-0-WE,06:03:46,06:03:46,S01272,3
R074-0-WE,06:05:16,06:05:16,S01368,4
R074-0-WE,06:07:10,06:07:10,S01666,5
R074-0-WE,06:08:56,06:08:56,S01667,6
R074-0-WE,06:10:42,06:10:42,S01668,7
R074-0-WE,06:12:28,06:12:28,S01669,8
R074-0-WE,06:14:14,06:14:14,S01670,9
R074-0-WE,06:16:00,06:16:00,S01671,10
R074-0-WE,06:17:39,06:17:39,S01576,11
R074-0-WE,06:19:33,06:19:33,S01672,12
R074-0-WE,06:21:19,06:21:19,S01673,13
R074-0-WE,06:23:01,06:23:01,S01131,14
R074-0-WE,06:24:53,06:24:53,S01674,15
R074-0-WE,06:27:07,06:27:07,S00470,16
R074-0-WE,06:28:27,06:28:27,S01675,17
R074-0-WE,06:30:13,06:30:13,S01676,18
R074-0-WE,06:32:04,06:32:04,S01324,19
R074-0-WE,06:33:46,06:33:46,S01677,20
R074-0-WE,06:35:32,06:35:32,S01678,21
R074-0-WE,06:37:18,06:37:18,S01679,22
R074-0-WE,06:39:04,06:39:04,S01680,23
R074-0-WE,06:40:50,06:40:50,S01681,24
R074-0-WE,06:42:39,06:42:39,S00016,25
R074-1-WE,06:00:00,06:00:00,S00016,1
R074-1-WE,06:01:49,06:01:49,S01681,2
R074-1-WE,06:03:35,06:03:35,S01680,3
R074-1-WE,06:05:21,06:05:21,S01679,4
R074-1-WE,06:07:07,06:07:07,S01678,5
R074-1-WE,06:08:53,06:08:53,S01677,6
R074-1-WE,06:10:35,06:10:35,S01324,7
R074-1-WE,06:12:26,06:12:26,S01676,8
R074-1-WE,06:14:12,06:14:12,S01675,9
R074-1-WE,06:15:32,06:15:32,S00470,10
R074-1-WE,06:17:46,06:17:46,S01674,11
R074-1-WE,06:19:38,06:19:38,S01131,12
R074-1-WE,06:21:20,06:21:20,S01673,13
R074-1-WE,06:23:06,06:23:06,S01672,14
R074-1-WE,06:25:00,06:25:00,S01576,15
R074-1-WE,06:26:39,06:26:39,S01671,16
R074-1-WE,06:28:25,06:28:25,S01670,17
R074-1-WE,06:30:11,06:30:11,S01669,18
R074-1-WE,06:31:57,06:31:57,S01668,19
R074-1-WE,06:33:43,06:33:43,S01667,20
R074-1-WE,06:35:29,06:35:29,S01666,21
R074-1-WE,06:37:23,06:37:23,S01368,22
R074-1-WE,06:38:53,06:38:53,S01272,23
R074-1-WE,06:40:31,06:40:31,S00433,24
R074-1-WE,06:42:39,06:42:39,S01665,25
R075-0-WD,06:00:00,06:00:00,S01682,1
R075-0-WD,06:01:44,06:01:44,S00394,2
R075-0-WD,06:03:32,06:03:32,S01683,3
R075-0-WD,06:05:18,06:05:18,S01684,4
R075-0-WD,06:07:24,06:07:24,S00539,5
R075-0-WD,06:08:59,06:08:59,S01208,6
R075-0-WD,06:10:42,06:10:42,S01685,7
R075-0-WD,06:12:28,06:12:28,S01686,8
R075-0-WD,06:14:14,06:14:14,S01687,9
R075-0-WD,06:15:46,06:15:46,S00877,10
R075-0-WD,06:17:48,06:17:48,S01688,11
R075-0-WD,06:19:44,06:19:44,S01231,12
R075-0-WD,06:21:40,06:21:40,S01482,13
R075-0-WD,06:23:10,06:23:10,S01689,14
R075-0-WD,06:24:39,06:24:39,S00986,15
R075-0-WD,06:26:44,06:26:44,S01690,16
R075-0-WD,06:28:30,06:28:30,S01691,17
R075-0-WD,06:30:16,06:30:16,S01692,18
R075-0-WD,06:32:02,06:32:02,S01693,19
R075-0-WD,06:33:48,06:33:48,S01694,20
R075-0-WD,06:35:38,06:35:38,S01085,21
R075-0-WD,06:37:29,06:37:29,S01695,22
R075-0-WD,06:39:15,06:39:15,S01696,23
R075-0-WD,06:41:01,06:41:01,S01697,24
R075-0-WD,06:42:47,06:42:47,S01698,25
R075-0-WD,06:44:25,06:44:25,S00100,26
R075-0-WD,06:46:25,06:46:25,S01699,27
R075-0-WD,06:48:11,06:48:11,S01700,28
R075-0-WD,06:51:01,06:51:01,S00016,29
R075-0-WD,06:53:10,06:53:10,S01701,30
R075-1-WD,06:00:00,06:00:00,S01701,1
R075-1-WD,06:02:09,06:02:09,S00016,2
R075-1-WD,06:04:59,06:04:59,S01700,3
R075-1-WD,06:06:45,06:06:45,S01699,4
R075-1-WD,06:08:45,06:08:45,S00100,5
R075-1-WD,06:10:23,06:10:23,S01698,6
R075-1-WD,06:12:09,06:12:09,S01697,7
R075-1-WD,06:13:55,06:13:55,S01696,8
R075-1-WD,06:15:41,06:15:41,S01695,9
R075-1-WD,06:17:32,06:17:32,S01085,10
R075-1-WD,06:19:22,06:19:22,S01694,11
R075-1-WD,06:21:08,06:21:08,S01693,12
R075-1-WD,06:22:54,06:22:54,S01692,13
R075-1-WD,06:24:40,06:24:40,S01691,14
R075-1-WD,06:26:26,06:26:26,S01690,15
R075-1-WD,06:28:31,06:28:31,S00986,16
R075-1-WD,06:30:00,06:30:00,S01689,17
R075-1-WD,06:31:30,06:31:30,S01482,18
R075-1-WD,06:33:26,06:33:26,S01231,19
R075-1-WD,06:35:22,06:35:22,S01688,20
R075-1-WD,06:37:24,06:37:24,S00877,21
R075-1-WD,06:38:56,06:38:56,S01687,22
R075-1-WD,06:40:42,06:40:42,S01686,23
R075-1-WD,06:42:28,06:42:28,S01685,24
R075-1-WD,06:44:11,06:44:11,S01208,25
R075-1-WD,06:45:46,06:45:46,S00539,26
R075-1-WD,06:47:52,06:47:52,S01684,27
R075-1-WD,06:49:38,06:49:38,S01683,28
R075-1-WD,06:51:26,06:51:26,S00394,29
R075-1-WD,06:53:10,06:53:10,S01682,30
R076-0-WD,06:00:00,06:00:00,S01581,1
R076-0-WD,06:01:46,06:01:46,S00134,2
R076-0-WD,06:03:40,06:03:40,S01580,3
R076-0-WD,06:05:05,06:05:05,S01702,4
R076-0-WD,06:06:51,06:06:51,S01703,5
R076-0-WD,06:08:37,06:08:37,S01704,6
R076-0-WD,06:10:23,06:10:23,S01705,7
R076-0-WD,06:12:09,06:12:09,S01706,8
R076-0-WD,06:13:55,06:13:55,S01707,9
R076-0-WD,06:15:41,06:15:41,S01708,10
R076-0-WD,06:17:32,06:17:32,S00861,11
R076-1-WD,06:00:00,06:00:00,S00861,1
R076-1-WD,06:01:51,06:01:51,S01708,2
R076-1-WD,06:03:37,06:03:37,S01707,3
R076-1-WD,06:05:23,06:05:23,S01706,4
R076-1-WD,06:07:09,06:07:09,S01705,5
R076-1-WD,06:08:55,06:08:55,S01704,6
R076-1-WD,06:10:41,06:10:41,S01703,7
R076-1-WD,06:12:27,06:12:27,S01702,8
R076-1-WD,06:13:52,06:13:52,S01580,9
R076-1-WD,06:15:46,06:15:46,S00134,10
R076-1-WD,06:17:32,06:17:32,S01581,11
R076-0-WE,06:00:00,06:00:00,S01581,1
R076-0-WE,06:01:46,06:01:46,S00134,2
R076-0-WE,06:03:40,06:03:40,S01580,3
R076-0-WE,06:05:05,06:05:05,S01702,4
R076-0-WE,06:06:51,06:06:51,S01703,5
R076-0-WE,06:08:37,06:08:37,S01704,6
R076-0-WE,06:10:23,06:10:23,S01705,7
R076-0-WE,06:12:09,06:12:09,S01706,8
R076-0-WE,06:13:55,06:13:55,S01707,9
R076-0-WE,06:15:41,06:15:41,S01708,10
R076-0-WE,06:17:32,06:17:32,S00861,11
R076-1-WE,06:00:00,06:00:00,S00861,1
R076-1-WE,06:01:51,06:01:51,S01708,2
R076-1-WE,06:03:37,06:03:37,S01707,3
R076-1-WE,06:05:23,06:05:23,S01706,4
R076-1-WE,06:07:09,06:07:09,S01705,5
R076-1-WE,06:08:55,06:08:55,S01704,6
R076-1-WE,06:10:41,06:10:41,S01703,7
R076-1-WE,06:12:27,06:12:27,S01702,8
R076-1-WE,06:13:52,06:13:52,S01580,9
R076-1-WE,06:15:46,06:15:46,S00134,10
R076-1-WE,06:17:32,06:17:32,S01581,11
R077-0-WD,06:00:00,06:00:00,S01709,1
R077-0-WD,06:01:46,06:01:46,S01710,2
R077-0-WD,06:03:32,06:03:32,S01711,3
R077-0-WD,06:05:18,06:05:18,S01712,4
R077-0-WD,06:07:04,06:07:04,S01713,5
R077-0-WD,06:08:50,06:08:50,S01714,6
R077-0-WD,06:10:36,06:10:36,S01715,7
R077-0-WD,06:13:49,06:13:49,S01716,8
R077-0-WD,06:15:35,06:15:35,S01717,9
R077-0-WD,06:17:21,06:17:21,S01718,10
R077-0-WD,06:19:07,06:19:07,S01719,11
R077-0-WD,06:20:53,06:20:53,S01720,12
R077-0-WD,06:22:47,06:22:47,S01175,13
R077-0-WD,06:24:28,06:24:28,S00199,14
R077-0-WD,06:26:03,06:26:03,S00521,15
R077-0-WD,06:28:01,06:28:01,S01721,16
R077-0-WD,06:29:37,06:29:37,S00151,17
R077-0-WD,06:31:34,06:31:34,S01722,18
R077-0-WD,06:33:20,06:33:20,S01723,19
R077-0-WD,06:34:56,06:34:56,S00031,20
R077-0-WD,06:36:40,06:36:40,S00563,21
R077-0-WD,06:38:26,06:38:26,S00562,22
R077-0-WD,06:40:12,06:40:12,S00561,23
R077-0-WD,06:42:15,06:42:15,S01724,24
R077-0-WD,06:44:01,06:44:01,S01725,25
R077-0-WD,06:45:47,06:45:47,S01726,26
R077-0-WD,06:47:33,06:47:33,S01727,27
R077-0-WD,06:49:15,06:49:15,S00556,28
R077-0-WD,06:51:01,06:51:01,S00555,29
R077-0-WD,06:52:47,06:52:47,S00554,30
R077-0-WD,06:54:47,06:54:47,S01728,31
R077-0-WD,06:56:33,06:56:33,S01729,32
R077-0-WD,06:58:19,06:58:19,S01730,33
R077-0-WD,07:00:01,07:00:01,S01731,34
R077-1-WD,06:00:00,06:00:00,S01731,1
R077-1-WD,06:01:42,06:01:42,S01730,2
R077-1-WD,06:03:28,06:03:28,S01729,3
R077-1-WD,06:05:14,06:05:14,S01728,4
R077-1-WD,06:07:14,06:07:14,S00554,5
R077-1-WD,06:09:00,06:09:00,S00555,6
R077-1-WD,06:10:46,06:10:46,S00556,7
R077-1-WD,06:12:28,06:12:28,S01727,8
R077-1-WD,06:14:14,06:14:14,S01726,9
R077-1-WD,06:16:00,06:16:00,S01725,10
R077-1-WD,06:17:46,06:17:46,S01724,11
R077-1-WD,06:19:49,06:19:49,S00561,12
R077-1-WD,06:21:35,06:21:35,S00562,13
R077-1-WD,06:23:21,06:23:21,S00563,14
R077-1-WD,06:25:05,06:25:05,S00031,15
R077-1-WD,06:26:41,06:26:41,S01723,16
R077-1-WD,06:28:27,06:28:27,S01722,17
R077-1-WD,06:30:24,06:30:24,S00151,18
R077-1-WD,06:32:00,06:32:00,S01721,19
R077-1-WD,06:33:58,06:33:58,S00521,20
R077-1-WD,06:35:33,06:35:33,S00199,21
R077-1-WD,06:37:14,06:37:14,S01175,22
R077-1-WD,06:39:08,06:39:08,S01720,23
R077-1-WD,06:40:54,06:40:54,S01719,24
R077-1-WD,06:42:40,06:42:40,S01718,25
R077-1-WD,06:44:26,06:44:26,S01717,26
R077-1-WD,06:46:12,06:46:12,S01716,27
R077-1-WD,06:49:25,06:49:25,S01715,28
R077-1-WD,06:51:11,06:51:11,S01714,29
R077-1-WD,06:52:57,06:52:57,S01713,30
R077-1-WD,06:54:43,06:54:43,S01712,31
R077-1-WD,06:56:29,06:56:29,S01711,32
R077-1-WD,06:58:15,06:58:15,S01710,33
R077-1-WD,07:00:01,07:00:01,S01709,34
R077-0-WE,06:00:00,06:00:00,S01709,1
R077-0-WE,06:01:46,06:01:46,S01710,2
R077-0-WE,06:03:32,06:03:32,S01711,3
R077-0-WE,06:05:18,06:05:18,S01712,4
R077-0-WE,06:07:04,06:07:04,S01713,5
R077-0-WE,06:08:50,06:08:50,S01714,6
R077-0-WE,06:10:36,06:10:36,S01715,7
R077-0-WE,06:13:49,06:13:49,S01716,8
R077-0-WE,06:15:35,06:15:35,S01717,9
R077-0-WE,06:17:21,06:17:21,S01718,10
R077-0-WE,06:19:07,06:19:07,S01719,11
R077-0-WE,06:20:53,06:20:53,S01720,12
R077-0-WE,06:22:47,06:22:47,S01175,13
R077-0-WE,06:24:28,06:24:28,S00199,14
R077-0-WE,06:26:03,06:26:03,S00521,15
R077-0-WE,06:28:01,06:28:01,S01721,16
R077-0-WE,06:29:37,06:29:37,S00151,17
R077-0-WE,06:31:34,06:31:34,S01722,18
R077-0-WE,06:33:20,06:33:20,S01723,19
R077-0-WE,06:34:56,06:34:56,S00031,20
R077-0-WE,06:36:40,06:36:40,S00563,21
R077-0-WE,06:38:26,06:38:26,S00562,22
R077-0-WE,06:40:12,06:40:12,S00561,23
R077-0-WE,06:42:15,06:42:15,S01724,24
R077-0-WE,06:44:01,06:44:01,S01725,25
R077-0-WE,06:45:47,06:45:47,S01726,26
R077-0-WE,06:47:33,06:47:33,S01727,27
R077-0-WE,06:49:15,06:49:15,S00556,28
R077-0-WE,06:51:01,06:51:01,S00555,29
R077-0-WE,06:52:47,06:52:47,S00554,30
R077-0-WE,06:54:47,06:54:47,S01728,31
R077-0-WE,06:56:33,06:56:33,S01729,32
R077-0-WE,06:58:19,06:58:19,S01730,33
R077-0-WE,07:00:01,07:00:01,S01731,34
R077-1-WE,06:00:00,06:00:00,S01731,1
R077-1-WE,06:01:42,06:01:42,S01730,2
R077-1-WE,06:03:28,06:03:28,S01729,3
R077-1-WE,06:05:14,06:05:14,S01728,4
R077-1-WE,06:07:14,06:07:14,S00554,5
R077-1-WE,06:09:00,06:09:00,S00555,6
R077-1-WE,06:10:46,06:10:46,S00556,7
R077-1-WE,06:12:28,06:12:28,S01727,8
R077-1-WE,06:14:14,06:14:14,S01726,9
R077-1-WE,06:16:00,06:16:00,S01725,10
R077-1-WE,06:17:46,06:17:46,S01724,11
R077-1-WE,06:19:49,06:19:49,S00561,12
R077-1-WE,06:21:35,06:21:35,S00562,13
R077-1-WE,06:23:21,06:23:21,S00563,14
R077-1-WE,06:25:05,06:25:05,S00031,15
R077-1-WE,06:26:41,06:26:41,S01723,16
R077-1-WE,06:28:27,06:28:27,S01722,17
R077-1-WE,06:30:24,06:30:24,S00151,18
R077-1-WE,06:32:00,06:32:00,S01721,19
R077-1-WE,06:33:58,06:33:58,S00521,20
R077-1-WE,06:35:33,06:35:33,S00199,21
R077-1-WE,06:37:14,06:37:14,S01175,22
R077-1-WE,06:39:08,06:39:08,S01720,23
R077-1-WE,06:40:54,06:40:54,S01719,24
R077-1-WE,06:42:40,06:42:40,S01718,25
R077-1-WE,06:44:26,06:44:26,S01717,26
R077-1-WE,06:46:12,06:46:12,S01716,27
R077-1-WE,06:49:25,06:49:25,S01715,28
R077-1-WE,06:51:11,06:51:11,S01714,29
R077-1-WE,06:52:57,06:52:57,S01713,30
R077-1-WE,06:54:43,06:54:43,S01712,31
R077-1-WE,06:56:29,06:56:29,S01711,32
R077-1-WE,06:58:15,06:58:15,S01710,33
R077-1-WE,07:00:01,07:00:01,S01709,34
R078-0-WD,06:00:00,06:00:00,S01732,1
R078-0-WD,06:01:46,06:01:46,S01733,2
R078-0-WD,06:03:32,06:03:32,S01734,3
R078-0-WD,06:05:01,06:05:01,S00158,4
R078-0-WD,06:07:11,06:07:11,S00157,5
R078-0-WD,06:08:53,06:08:53,S01735,6
R078-0-WD,06:10:39,06:10:39,S01736,7
R078-0-WD,06:12:25,06:12:25,S01737,8
R078-0-WD,06:14:15,06:14:15,S00868,9
R078-0-WD,06:16:01,06:16:01,S00867,10
R078-0-WD,06:17:51,06:17:51,S01738,11
R078-0-WD,06:19:37,06:19:37,S01739,12
R078-0-WD,06:21:23,06:21:23,S01740,13
R078-0-WD,06:23:15,06:23:15,S00599,14
R078-0-WD,06:24:33,06:24:33,S00565,15
R078-0-WD,06:26:19,06:26:19,S00564,16
R078-0-WD,06:28:54,06:28:54,S00433,17
R078-0-WD,06:29:53,06:29:53,S00563,18
R078-0-WD,06:31:39,06:31:39,S00562,19
R078-0-WD,06:33:51,06:33:51,S01741,20
R078-0-WD,06:35:26,06:35:26,S01724,21
R078-0-WD,06:37:26,06:37:26,S01742,22
R078-0-WD,06:39:12,06:39:12,S01743,23
R078-0-WD,06:40:58,06:40:58,S01744,24
R078-0-WD,06:42:44,06:42:44,S01745,25
R078-0-WD,06:44:30,06:44:30,S01746,26
R078-0-WD,06:46:16,06:46:16,S01747,27
R078-0-WD,06:47:49,06:47:49,S01748,28
R078-1-WD,06:00:00,06:00:00,S01748,1
R078-1-WD,06:01:33,06:01:33,S01747,2
R078-1-WD,06:03:19,06:03:19,S01746,3
R078-1-WD,06:05:05,06:05:05,S01745,4
R078-1-WD,06:06:51,06:06:51,S01744,5
R078-1-WD,06:08:37,06:08:37,S01743,6
R078-1-WD,06:10:23,06:10:23,S01742,7
R078-1-WD,06:12:23,06:12:23,S01724,8
R078-1-WD,06:13:58,06:13:58,S01741,9
R078-1-WD,06:16:10,06:16:10,S00562,10
R078-1-WD,06:17:56,06:17:56,S00563,11
R078-1-WD,06:18:55,06:18:55,S00433,12
R078-1-WD,06:21:30,06:21:30,S00564,13
R078-1-WD,06:23:16,06:23:16,S00565,14
R078-1-WD,06:24:34,06:24:34,S00599,15
R078-1-WD,06:26:26,06:26:26,S01740,16
R078-1-WD,06:28:12,06:28:12,S01739,17
R078-1-WD,06:29:58,06:29:58,S01738,18
R078-1-WD,06:31:48,06:31:48,S00867,19
R078-1-WD,06:33:34,06:33:34,S00868,20
R078-1-WD,06:35:24,06:35:24,S01737,21
R078-1-WD,06:37:10,06:37:10,S01736,22
R078-1-WD,06:38:56,06:38:56,S01735,23
R078-1-WD,06:40:38,06:40:38,S00157,24
R078-1-WD,06:42:48,06:42:48,S00158,25
R078-1-WD,06:44:17,06:44:17,S01734,26
R078-1-WD,06:46:03,06:46:03,S01733,27
R078-1-WD,06:47:49,06:47:49,S01732,28
R078-0-WE,06:00:00,06:00:00,S01732,1
R078-0-WE,06:01:46,06:01:46,S01733,2
R078-0-WE,06:03:32,06:03:32,S01734,3
R078-0-WE,06:05:01,06:05:01,S00158,4
R078-0-WE,06:07:11,06:07:11,S00157,5
R078-0-WE,06:08:53,06:08:53,S01735,6
R078-0-WE,06:10:39,06:10:39,S01736,7
R078-0-WE,06:12:25,06:12:25,S01737,8
R078-0-WE,06:14:15,06:14:15,S00868,9
R078-0-WE,06:16:01,06:16:01,S00867,10
R078-0-WE,06:17:51,06:17:51,S01738,11
R078-0-WE,06:19:37,06:19:37,S01739,12
R078-0-WE,06:21:23,06:21:23,S01740,13
R078-0-WE,06:23:15,06:23:15,S00599,14
R078-0-WE,06:24:33,06:24:33,S00565,15
R078-0-WE,06:26:19,06:26:19,S00564,16
R078-0-WE,06:28:54,06:28:54,S00433,17
R078-0-WE,06:29:53,06:29:53,S00563,18
R078-0-WE,06:31:39,06:31:39,S00562,19
R078-0-WE,06:33:51,06:33:51,S01741,20
R078-0-WE,06:35:26,06:35:26,S01724,21
R078-0-WE,06:37:26,06:37:26,S01742,22
R078-0-WE,06:39:12,06:39:12,S01743,23
R078-0-WE,06:40:58,06:40:58,S01744,24
R078-0-WE,06:42:44,06:42:44,S01745,25
R078-0-WE,06:44:30,06:44:30,S01746,26
